track_id,track_id_matrix,artist_id,artist_id_matrix,album_id,album_id_matrix,triple_id,play_count,tags
tr_47,47,ar_7,7,al_4,4.0,0,2456108,"[('rock', 100), ('pop rock', 100), ('pop punk', 72), ('pop', 29), ('alternative rock', 29), ('myspotigrambot', 29), ('-1001747063611', 29), ('country', 15), ('punk', 15), ('grunge', 15)]"
tr_48,48,ar_7,7,al_4,4.0,0,3498283,"[('art pop', 100), ('alternative rnb', 100), ('alternative', 67), ('phoebe bridgers', 67), ('trip-hop', 34), ('chamber pop', 34), ('atmospheric', 34), ('introspective', 34), ('excellent', 34), ('amazing', 34)]"
tr_49,49,ar_7,7,al_16,16.0,0,11349984,"[('alternative rnb', 100), ('rnb', 88), ('neo-soul', 88), ('2020', 50), ('2020s', 50), ('soul', 38), ('psychedelic soul', 38), ('sza', 38), ('downtempo', 25), ('neo-psychedelia', 25)]"
tr_50,50,ar_7,7,al_4,4.0,0,2272293,"[('neo-soul', 100), ('pop rap', 100), ('sza', 100), ('travis scott', 100), ('myspotigrambot', 100), ('-1001747063611', 100)]"
tr_51,51,ar_7,7,al_4,4.0,0,2384319,"[('rnb', 100), ('sza', 100), ('myspotigrambot', 100), ('-1001747063611', 100)]"
tr_52,52,ar_12,12,,,0,419647,[]
tr_53,53,ar_13,13,al_17,17.0,0,4023545,"[('k-pop', 100), ('pop', 50), ('pop rock', 50), ('rose', 50), ('disco', 25), ('synthpop', 25), ('korean', 25), ('synth-pop', 25), ('kpop', 25), ('nu-disco', 25)]"
tr_54,54,ar_13,13,al_17,17.0,0,3330971,"[('k-pop', 100), ('pop rock', 50), ('hip-hop', 25), ('hip hop', 25), ('pop', 25), ('rap', 25), ('korean', 25), ('kpop', 25), ('blackpink', 25)]"
tr_55,55,ar_13,13,al_17,17.0,0,2746232,"[('k-pop', 100), ('kpop', 67), ('pop', 34), ('korean', 34), ('ballad', 34), ('piano ballad', 34), ('born pink', 34)]"
tr_56,56,ar_14,14,al_18,18.0,0,1339154,"[('rnb', 100), ('90s', 83), ('soul', 67), ('love songs', 51), ('boyz ii men', 38), ('r&b', 29), ('pop', 28), ('end of the road', 19), ('love', 16), ('slow jams', 13)]"
tr_57,57,ar_11,11,al_10,10.0,0,794074,"[('hip hop', 100), ('alternative', 100), ('alternative hip hop', 100)]"
tr_58,58,ar_11,11,al_10,10.0,0,1856190,"[('hip hop', 100), ('alternative', 100), ('indie pop', 100), ('alternative hip hop', 100)]"
tr_59,59,ar_15,15,al_19,19.0,0,1237837,"[('rnb', 100), ('canada', 50), ('daniel caesar', 50)]"
tr_60,60,ar_16,16,,,0,1056596,"[('psychedelic', 100), ('psychedelic rnb', 100), ('travis scott', 100), ('don toliver', 100)]"
tr_61,61,ar_17,17,al_20,20.0,0,5735814,"[('myspotigrambot', 100), ('-1001747063611', 100), ('hip hop', 34), ('trap', 34), ('pop rap', 34), ('electronica influences', 34), ('explicit lyrics', 34), ('danceable beats', 34), ('memphis rap', 34), ('drake', 34)]"
tr_62,62,ar_17,17,al_21,21.0,0,1667384,"[('hip-hop', 100), ('rnb', 75), ('rap', 50), ('beautiful', 50), ('eargasm', 50), ('love the lyrics', 50), ('drake', 50), ('hip hop', 25), ('classic', 25), ('trip hop', 25)]"
tr_63,63,ar_4,4,al_22,22.0,0,15981076,"[('rnb', 100), ('dream pop', 67), ('2016', 67), ('alternative rnb', 67), ('frank ocean', 67), ('indie', 34), ('soul', 34), ('indie pop', 34), ('singer-songwriter', 34), ('psychedelic soul', 34)]"
tr_64,64,ar_4,4,al_23,23.0,0,13195550,"[('rnb', 100), ('soul', 88), ('r&b', 59), ('hip-hop', 38), ('neo-soul', 34), ('american', 25), ('pop', 21), ('chill', 17), ('rhythm and blues', 17), ('alternative rnb', 17)]"
tr_65,65,ar_18,18,al_24,24.0,0,234269,[]
tr_66,66,ar_1,1,al_25,25.0,0,4097558,"[('sad', 100), ('lo-fi', 100), ('ballad', 100), ('pain', 100), ('cry', 100), ('mejor cancion del mundo', 100)]"
tr_67,67,ar_1,1,,,0,15308279,"[('soul', 100), ('rnb', 100), ('alternative rnb', 100), ('joji', 100), ('myspotigrambot', 100), ('hip-hop', 50), ('electronic', 50), ('indie', 50), ('chill', 50), ('alternative', 50)]"
tr_68,68,ar_2,2,al_13,13.0,0,7543279,"[('myspotigrambot', 100), ('hip-hop', 67), ('rock', 67), ('alternative rnb', 67), ('pop', 34), ('rap', 34), ('ambient', 34), ('experimental', 34), ('psychedelic soul', 34), ('ambient pop', 34)]"
tr_69,69,ar_19,19,al_26,26.0,0,8675315,"[('k-pop', 100), ('kpop', 100), ('rap', 56), ('hip-hop', 34), ('blackpink', 34), ('electronic', 23), ('hip hop', 23), ('pop', 23), ('korean', 23), ('lisa', 23)]"
tr_70,70,ar_20,20,al_27,27.0,0,1992637,"[('myspotigrambot', 100), ('-1001747063611', 75), ('-1001819731063', 38), ('young thug', 13), ('metro boomin', 13), ('-1001781595443', 13), ('-774278158', 13), ('-1001509541800', 13)]"
tr_71,71,ar_8,8,al_7,7.0,0,191344,[]
tr_72,72,ar_8,8,al_28,28.0,0,432028,[]
tr_73,73,ar_8,8,al_7,7.0,0,161815,[]
tr_74,74,ar_8,8,al_29,29.0,0,1130192,[]
tr_75,75,ar_21,21,al_30,30.0,0,8833913,"[('pop', 100), ('indie pop', 67), ('indie', 34), ('rock', 34), ('alternative', 34), ('folk', 34), ('singer-songwriter', 34), ('pop rock', 34), ('piano', 34), ('contemporary folk', 34)]"
tr_76,76,ar_22,22,al_31,31.0,0,10358912,"[('trap', 100), ('pop rap', 75), ('rage', 75), ('cloud rap', 75), ('southern hip hop', 75), ('myspotigrambot', 75), ('-1001747063611', 50), ('pop', 25), ('rap', 25), ('experimental', 25)]"
tr_77,77,ar_23,23,al_32,32.0,0,3373814,"[('hip-hop', 100), ('pop', 100), ('rap', 100), ('explicit lyrics', 100), ('upbeat lyrics', 100), ('f major', 100), ('synth tweaking', 100), ('club rap influences', 100), ('busy beats', 100), ('consistent rhyme patterns', 100)]"
tr_78,78,ar_5,5,al_15,15.0,0,1678646,[]
tr_79,79,ar_5,5,,,0,4027586,"[('indie', 100), ('pop', 100), ('indie pop', 100)]"
tr_80,80,ar_24,24,al_33,33.0,0,6848944,"[('k-pop', 100), ('kpop', 84), ('pop', 50), ('rock', 34), ('soft rock', 34), ('rose', 34), ('rosé', 34), ('blackpink', 34), ('alternative rock', 17), ('indie rock', 17)]"
tr_81,81,ar_24,24,,,0,8000991,"[('k-pop', 100), ('electropop', 84), ('pop', 84), ('rock', 50), ('pop rock', 50), ('kpop', 50), ('electronic', 34), ('korean', 34), ('rose', 34), ('2020s', 34)]"
tr_82,82,ar_7,7,al_4,4.0,0,2103806,"[('smooth soul', 100), ('rnb', 100), ('ballad', 100), ('soul', 50), ('introspective', 50), ('excellent', 50), ('amazing', 50), ('emotional', 50), ('melancholic', 50), ('neo-soul', 50)]"
tr_83,83,ar_7,7,al_34,34.0,0,2981891,"[('rnb', 100), ('hip-hop', 50), ('soul', 50), ('alternative', 50), ('rap', 50), ('sexy', 50), ('synthpop', 50), ('love at first listen', 50), ('neo soul', 50), ('trap', 50)]"
tr_84,84,ar_7,7,al_4,4.0,0,1956977,"[('electronic', 100), ('rnb', 100), ('pop rap', 100), ('sza', 100)]"
tr_85,85,ar_7,7,al_35,35.0,0,5298162,"[('rnb', 100), ('sza', 60), ('love at first listen', 40), ('pop rap', 40), ('myspotigrambot', 40), ('-1001747063611', 40), ('electronic', 20), ('chill', 20), ('bop', 20), ('longing', 20)]"
tr_86,86,ar_7,7,al_4,4.0,0,1952192,"[('hip hop', 100), ('rap', 100), ('rnb', 100), ('electronic', 50), ('pop rap', 50), ('sza', 50), ('myspotigrambot', 50), ('-1001747063611', 50), ('smoking on my ex pack', 50)]"
tr_87,87,ar_7,7,al_4,4.0,0,3501517,"[('sza', 100), ('rnb', 50), ('fip', 50), ('frank ocean', 50), ('ariana grande', 50), ('jhene aiko', 50), ('doja cat', 50), ('kehlani', 50)]"
tr_88,88,ar_7,7,al_4,4.0,0,2169085,"[('acoustic', 100), ('rnb', 100), ('folk pop', 100), ('acoustic pop', 100), ('sad', 50), ('singer-songwriter', 50), ('guitar', 50), ('angry', 50), ('introspective', 50), ('excellent', 50)]"
tr_89,89,ar_7,7,al_4,4.0,0,2586681,"[('synthpop', 100), ('rnb', 100), ('pop rap', 100), ('used', 100), ('sza', 100), ('don toliver', 100), ('willowcore', 100)]"
tr_90,90,ar_25,25,al_36,36.0,0,21777,[]
tr_91,91,ar_26,26,al_37,37.0,0,7469942,"[('psychedelic pop', 100), ('psychedelic rock', 80), ('electronic', 60), ('rock', 40), ('power pop', 40), ('synthpop', 40), ('seen live', 20), ('pop', 20), ('contemporary', 20), ('psychedelic', 20)]"
tr_92,92,ar_0,0,al_38,38.0,0,4032736,"[('synthpop', 100), ('trap', 100), ('synthwave', 100), ('rnb', 67), ('ambient pop', 34), ('retro', 34), ('r&b', 34), ('progressive pop', 34), ('alternative rnb', 34), ('the weeknd', 34)]"
tr_93,93,ar_0,0,al_38,38.0,0,4084681,"[('synthpop', 100), ('synthwave', 67), ('rock', 34), ('ambient pop', 34), ('r&b', 34), ('rnb', 34), ('progressive pop', 34), ('art pop', 34), ('hino', 34), ('alternative rnb', 34)]"
tr_94,94,ar_0,0,,,0,2435025,"[('rnb', 100), ('hip-hop', 34), ('electropop', 34), ('soul', 34), ('sad', 34), ('urban', 34), ('trap', 34), ('10s', 34), ('uk bass', 34), ('alternative rnb', 34)]"
tr_95,95,ar_0,0,,,0,5464532,"[('rnb', 100), ('myspotigrambot', 100), ('soul', 50), ('sad', 50), ('urban', 50), ('techno', 50), ('trap', 50), ('10s', 50), ('banned', 50), ('the weeknd', 50)]"
tr_96,96,ar_0,0,al_39,39.0,0,2831543,"[('rnb', 100), ('soul', 50), ('canadian', 50), ('r&b', 50), ('hip-hop', 25), ('r and b', 25), ('amazing', 25), ('love at first listen', 25), ('kanye west', 25), ('neo-soul', 25)]"
tr_97,97,ar_27,27,al_40,40.0,0,7660115,"[('pop rap', 100), ('trap', 75), ('neo-psychedelia', 75), ('southern hip hop', 75), ('myspotigrambot', 75), ('rap', 50), ('experimental hip hop', 50), ('progressive pop', 50), ('art pop', 50), ('alternative rnb', 50)]"
tr_98,98,ar_27,27,al_40,40.0,0,1569762,"[('myspotigrambot', 100), ('-1001747063611', 67), ('experimental hip hop', 34), ('synthpop', 34), ('pop rap', 34), ('the weeknd', 34), ('travis scott', 34), ('-1001854528204', 34)]"
tr_99,99,ar_27,27,al_41,41.0,0,4537940,"[('rap', 100), ('psychedelic', 100), ('cloud rap', 100), ('alternative rnb', 100), ('myspotigrambot', 100), ('hip-hop', 50), ('hip hop', 50), ('rock', 50), ('alternative', 50), ('soft rock', 50)]"
tr_100,100,ar_28,28,al_42,42.0,0,118266,"[('chinese pop', 100), ('chinese', 50), ('pop', 25), ('sad', 25), ('singer-songwriter', 25), ('1', 25), ('asian', 25), ('male vocalists', 25), ('ballad', 25), ('mandarin', 25)]"
tr_101,101,ar_29,29,al_43,43.0,0,26141,[]
tr_102,102,ar_9,9,,,0,4723238,"[('pop', 100), ('rnb', 60), ('ambient pop', 40), ('ballad', 40), ('art pop', 40), ('ambient', 20), ('sad', 20), ('female vocalists', 20), ('chamber music', 20), ('shoegaze', 20)]"
tr_103,103,ar_9,9,al_44,44.0,0,4282677,"[('pop', 100), ('rnb', 100), ('2020', 100), ('soul', 50), ('attachment', 50), ('2020s', 50), ('i love ari - labi', 50)]"
tr_104,104,ar_30,30,al_45,45.0,0,93651,[]
tr_105,105,ar_10,10,al_46,46.0,0,6414607,"[('alternative rnb', 100), ('pop', 34), ('alternative', 34), ('rap', 34), ('synthpop', 34), ('rnb', 34), ('west coast', 34), ('chillwave', 34), ('pop rap', 34), ('baby keem', 34)]"
tr_106,106,ar_10,10,al_46,46.0,0,1087430,"[('50 cent', 100), ('rap', 50), ('west coast', 50), ('trap', 50), ('baby keem', 50)]"
tr_107,107,ar_10,10,,,0,271059,[]
tr_108,108,ar_31,31,al_47,47.0,0,84124,"[('rock', 100), ('symphonic rock', 50), ('90s', 50), ('piano rock', 50), ('chinese', 50), ('cantonese', 50), ('great songs', 50), ('c-pop', 50), ('china', 50), ('beyond', 50)]"
tr_109,109,ar_13,13,al_48,48.0,0,13928665,"[('k-pop', 100), ('hip-hop', 63), ('pop', 50), ('kpop', 50), ('pop rap', 38), ('boom bap', 38), ('snap', 38), ('electronic', 25), ('dance', 25), ('crunk', 25)]"
tr_110,110,ar_13,13,al_17,17.0,0,4696077,"[('hip-hop', 100), ('pop', 100), ('k-pop', 100), ('hip hop', 67), ('korean', 67), ('pop rap', 67), ('kpop', 67), ('rap', 34), ('bop', 34), ('urban', 34)]"
tr_111,111,ar_13,13,al_17,17.0,0,2844462,"[('k-pop', 100), ('kpop', 50), ('electronic', 25), ('pop', 25), ('new wave', 25), ('synthpop', 25), ('korean', 25), ('synth-pop', 25), ('city pop', 25)]"
tr_112,112,ar_32,32,al_49,49.0,0,189010,[]
tr_113,113,ar_11,11,al_50,50.0,0,534050,"[('rap', 100), ('boom bap', 100), ('alternative hip hop', 100), ('hardcore hip hop', 100)]"
tr_114,114,ar_33,33,,,0,139253,"[('experimental', 100), ('experimental pop', 50), ('glitch', 50), ('beats', 50), ('rnb', 50), ('annoying', 50), ('glitch pop', 50), ('wonky', 50), ('art pop', 50), ('francis and the lights', 50)]"
tr_115,115,ar_34,34,al_51,51.0,0,2863669,"[('rnb', 100), ('black metal', 20), ('pop', 20), ('soul', 20), ('female vocalists', 20), ('bop', 20), ('violins', 20), ('ethereal', 20), ('duo', 20), ('jam', 20)]"
tr_116,116,ar_34,34,,,0,255100,[]
tr_117,117,ar_35,35,,,0,4385922,"[('dream pop', 100), ('fip', 100), ('dreampop', 100), ('i will gladly break my heart for you', 100), ('me da vontade de morrer', 100), ('stan txt', 100)]"
tr_118,118,ar_36,36,al_52,52.0,0,6122465,"[('coldplay', 100), ('alternative', 97), ('rock', 82), ('alternative rock', 76), ('british', 72), ('britpop', 36), ('pop', 23), ('happy', 21), ('indie', 20), ('sweet', 14)]"
tr_119,119,ar_37,37,al_53,53.0,0,120674,[]
tr_120,120,ar_37,37,al_54,54.0,0,1412943,"[('indie', 100), ('alternative', 100)]"
tr_121,121,ar_37,37,al_55,55.0,0,1896619,"[('indie pop', 100), ('dream pop', 100), ('indie', 50), ('garbage', 50)]"
tr_122,122,ar_37,37,al_56,56.0,0,77846,[]
tr_123,123,ar_37,37,al_53,53.0,0,86873,[]
tr_124,124,ar_15,15,al_19,19.0,0,489786,"[('daniel caesar', 100)]"
tr_125,125,ar_15,15,al_19,19.0,0,1384346,"[('rnb', 100), ('sexy', 67), ('calm', 67), ('canada', 34), ('quiet', 34), ('goodfeel', 34), ('daniel caesar', 34)]"
tr_126,126,ar_38,38,al_57,57.0,0,35618,[]
tr_127,127,ar_17,17,,,0,4861896,"[('hip-hop', 100), ('rap', 100), ('rnb', 67), ('cloud rap', 67), ('drake', 67), ('travis scott', 67), ('pop rap', 34), ('bang', 34), ('clb', 34), ('chipmunk soul', 34)]"
tr_128,128,ar_17,17,al_58,58.0,0,997745,"[('hip-hop', 100), ('ambient', 100), ('intro', 100), ('cool jazz', 100), ('drake', 100)]"
tr_129,129,ar_4,4,al_59,59.0,0,1952886,"[('ambient pop', 100), ('chill', 50), ('downtempo', 50), ('dream pop', 50), ('alternative rnb', 50), ('frank ocean', 50)]"
tr_130,130,ar_4,4,al_60,60.0,0,7777541,"[('rnb', 100), ('r&b', 59), ('ofwgkta', 50), ('smooth', 42), ('chill', 34), ('soul', 34), ('frank ocean', 34), ('2011', 25), ('swag', 25), ('alternative rnb', 25)]"
tr_131,131,ar_4,4,al_23,23.0,0,7954656,"[('rnb', 100), ('soul', 81), ('best of 2012', 62), ('neo-soul', 53), ('alternative rnb', 48), ('2012', 39), ('epic', 29), ('r&b', 29), ('amazing', 29), ('10s', 29)]"
tr_132,132,ar_4,4,al_22,22.0,0,6530375,"[('dream pop', 100), ('rnb', 100), ('neo-soul', 100), ('art pop', 100), ('alternative rnb', 100), ('ambient', 50), ('sad', 50), ('epic', 50), ('psychedelic soul', 50), ('ambient pop', 50)]"
tr_133,133,ar_4,4,al_60,60.0,0,1013974,"[('cover', 100), ('rnb', 100), ('ofwgkta', 80), ('soul', 60), ('smoooth', 60), ('pop', 40), ('male vocalists', 40), ('best of 2011', 40), ('swag', 40), ('frank ocean', 40)]"
tr_134,134,ar_39,39,,,0,893672,"[('trap', 100), ('rnb', 34), ('pop rap', 34), ('cloud rap', 34), ('alternative rnb', 34), ('the weeknd', 34)]"
tr_135,135,ar_40,40,al_61,61.0,0,1461488,"[('hip-hop', 100), ('rap', 100), ('intro', 50), ('trap', 50), ('j cole', 50)]"
tr_136,136,ar_41,41,al_62,62.0,0,967966,"[('trap', 100)]"
tr_137,137,ar_42,42,,,0,877406,"[('hip-hop', 100), ('rap', 100), ('fm4', 100), ('east coast hip-hop', 100), ('frank ocean', 100)]"
tr_138,138,ar_42,42,,,0,727355,"[('kanye west', 100), ('experimental hip hop', 50), ('conscious hip hop', 50), ('frank ocean', 50)]"
tr_139,139,ar_43,43,al_63,63.0,0,2303482,"[('myspotigrambot', 100), ('-1001747063611', 100), ('rae sremmurd', 50), ('swae lee', 50)]"
tr_140,140,ar_43,43,,,0,897693,"[('hip-hop', 100), ('soul', 100), ('rnb', 100), ('jhene aiko', 100)]"
tr_141,141,ar_1,1,al_12,12.0,0,2031011,"[('rnb', 100), ('hip-hop', 50), ('alternative', 50), ('new wave', 50), ('synthpop', 50), ('alternative rnb', 50), ('popwave', 50), ('inb4 tiktok thots be twerking to this', 50)]"
tr_142,142,ar_1,1,,,0,3066633,[]
